ATMID,Week,DayOfWeek,TimeOfDay,TransactionVolume,WeatherCondition,IsPublicHoliday,InPeakHours,AverageQueueLength,WaitTime
1,3,5,1,260,4,0,1,6.153240341652421,6.0
1,3,5,2,122,2,0,1,7.823665935585308,3.0
1,3,5,3,153,3,0,0,4.630859716735589,5.0
1,3,5,4,228,4,0,0,3.0853788036846455,4.0
1,3,6,1,98,3,0,1,1.7997769937301333,5.0
1,3,6,2,129,2,0,1,8.792985440825879,6.0
1,3,6,3,121,2,0,0,2.8718460841622666,2.0
1,3,6,4,81,3,0,0,7.20296413889904,4.0
1,3,7,1,56,2,0,1,0.822486796565089,3.0
1,3,7,2,270,3,0,1,5.005035058245906,9.0
1,3,7,3,66,2,0,0,6.676589829210667,3.0
1,3,7,4,217,3,0,0,4.689805536607535,5.0
2,3,1,1,142,4,0,1,6.785724163265145,6.0
2,3,1,2,175,4,0,1,4.4663077982649755,7.0
2,3,1,3,190,1,0,0,4.1476569542373944,4.0
2,3,1,4,239,1,0,0,1.3411624008293723,4.0
2,3,2,1,288,4,0,1,4.283730147768538,6.0
2,3,2,2,271,1,0,1,0.5317904394083026,6.0
2,3,2,3,111,2,0,0,6.096531077473501,4.0
2,3,2,4,137,1,0,0,1.6821567943201354,4.0
2,3,3,1,247,4,0,1,9.832139893260775,9.0
2,3,3,2,74,2,0,1,7.56185181748943,3.0
2,3,3,3,286,3,0,0,1.6432182393324615,4.0
2,3,3,4,52,2,0,0,8.348954110042676,3.0
2,3,4,1,171,4,0,1,5.487799258172547,6.0
2,3,4,2,265,1,0,1,9.025643406438936,8.0
2,3,4,3,122,1,0,0,9.00175369166448,5.0
2,3,4,4,269,3,0,0,5.0284298691385,6.0
2,3,5,1,89,3,0,1,9.350100139030404,5.0
2,3,5,2,121,2,0,1,7.109285782072627,3.0
2,3,5,3,246,4,0,0,9.919015683877957,7.0
2,3,5,4,235,3,0,0,5.927529948235954,6.0
2,3,6,1,55,1,0,1,5.451972965713941,5.0
2,3,6,2,218,4,0,1,3.67308434807976,7.0
2,3,6,3,215,3,0,0,2.297604627957556,6.0
2,3,6,4,72,3,0,0,0.5488791221697903,3.0
2,3,7,1,149,2,0,1,5.783726482877691,5.0
2,3,7,2,162,3,0,1,5.81852096693388,5.0
2,3,7,3,212,1,0,0,1.720262821885318,3.0
2,3,7,4,112,2,0,0,4.225436508729368,3.0
3,3,1,1,291,4,0,1,9.499329938435212,9.0
3,3,1,2,114,2,0,1,1.0502443753085837,3.0
3,3,1,3,213,4,0,0,6.6519496123181225,5.0
3,3,1,4,183,1,0,0,4.0324185277678835,4.0
3,3,2,1,95,2,0,1,4.9511244593015515,4.0
3,3,2,2,206,1,0,1,3.33455709440493,8.0
3,3,2,3,76,3,0,0,8.746516064056783,4.0
3,3,2,4,257,3,0,0,8.644920874878737,7.0
3,3,3,1,50,3,0,1,3.547056034162211,5.0
3,3,3,2,74,1,0,1,7.291778381921352,5.0
3,3,3,3,223,4,0,0,2.435161868124605,3.0
3,3,3,4,120,2,0,0,6.449093055498446,2.0
3,3,4,1,64,2,0,1,5.074462339369226,3.0
3,3,4,2,97,2,0,1,5.170148194043651,4.0
3,3,4,3,113,3,0,0,4.824591416277111,2.0
3,3,4,4,144,2,0,0,7.357932465305883,4.0
3,3,5,1,263,3,0,1,7.617035571462189,5.0
3,3,5,2,129,3,0,1,5.08238562474012,5.0
3,3,5,3,146,2,0,0,5.418260612154759,3.0
3,3,5,4,115,2,0,0,9.785930669990465,3.0
3,3,6,1,98,4,0,1,9.539724756375605,6.0
3,3,6,2,152,1,0,1,6.322969661223256,7.0
3,3,6,3,111,4,0,0,7.9425158964453395,4.0
3,3,6,4,181,4,0,0,6.176020695003336,5.0
3,3,7,1,155,4,0,1,4.666768556650615,6.0
3,3,7,2,94,1,0,1,6.3495492084513065,5.0
3,3,7,3,168,1,0,0,4.6197256725856946,3.0
3,3,7,4,199,3,0,0,3.6569889408735348,4.0
1,4,1,1,84,3,0,1,2.595330686762071,4.0
1,4,1,2,143,1,0,1,9.62741523912628,7.0
1,4,1,3,157,4,0,0,7.793376936634413,5.0
1,4,1,4,213,1,0,0,0.7792472346868193,5.0
1,4,2,1,55,4,0,1,6.7225887189050315,5.0
1,4,2,2,286,3,0,1,4.9252216666923605,7.0
1,4,2,3,289,4,0,0,6.217626144789081,6.0
1,4,2,4,118,1,0,0,1.1567614687728847,2.0
1,4,3,1,138,2,0,1,6.794902150579043,5.0
1,4,3,2,278,3,0,1,0.5857888392307273,7.0
1,4,3,3,96,3,0,0,2.7294033634847352,3.0
1,4,3,4,59,1,0,0,6.859208813863932,3.0
1,4,4,1,50,4,0,1,2.899013929716483,4.0
1,4,4,2,278,3,0,1,5.568363290347108,9.0
1,4,4,3,256,3,0,0,5.802332371141698,4.0
1,4,4,4,86,1,0,0,9.397754076802133,3.0
1,4,5,1,108,1,0,1,3.50348299727913,4.0
1,4,5,2,291,1,0,1,9.668627616142432,9.0
1,4,5,3,88,1,0,0,4.820028628521661,3.0
1,4,5,4,200,4,0,0,0.7847491037904406,5.0
1,4,6,1,57,3,0,1,9.714164438019068,4.0
1,4,6,2,288,1,0,1,2.1829229997501662,9.0
1,4,6,3,79,2,0,0,5.22316025808006,3.0
1,4,6,4,138,4,0,0,7.050504134799831,4.0
1,4,7,1,97,1,0,1,6.686713281894175,5.0
1,4,7,2,112,2,0,1,9.783154750102515,5.0
1,4,7,3,252,1,0,0,8.845897832362805,5.0
1,4,7,4,147,2,0,0,7.7417087803778495,3.0
2,4,1,1,120,2,0,1,0.5547072747321549,3.0
2,4,1,2,142,4,0,1,4.762589414914041,5.0
2,4,1,3,60,2,0,0,6.23276163712309,3.0
2,4,1,4,121,2,0,0,5.431276958794071,2.0
2,4,2,1,97,2,0,1,6.011637507659657,5.0
2,4,2,2,92,2,0,1,0.6732095354254355,2.0
2,4,2,3,85,1,0,0,9.306828175564913,4.0
2,4,2,4,127,2,0,0,5.115781712270094,3.0
2,4,3,1,185,3,0,1,3.4574231419820345,7.0
2,4,3,2,139,4,0,1,1.6579178867010018,5.0
2,4,3,3,208,1,0,0,7.235939486363111,5.0
2,4,3,4,133,4,0,0,5.0936836438392845,4.0
2,4,4,1,96,2,0,1,9.538331750963241,5.0
2,4,4,2,64,1,0,1,6.3043193940844215,5.0
2,4,4,3,98,4,0,0,2.7502703102575796,3.0
2,4,4,4,216,4,0,0,6.841724043268969,5.0
2,4,5,1,118,2,0,1,2.0961349735762025,5.0
2,4,5,2,86,4,0,1,6.598729254211027,5.0
2,4,5,3,126,2,0,0,6.147525184268644,4.0
2,4,5,4,91,3,0,0,4.5678963417933405,4.0
2,4,6,1,95,4,0,1,1.4890416691495802,5.0
2,4,6,2,85,2,0,1,1.31375337116609,4.0
2,4,6,3,280,1,0,0,1.159526506087887,3.0
2,4,6,4,209,3,0,0,5.63011318874285,6.0
2,4,7,1,107,1,0,1,3.6635181740528804,6.0
2,4,7,2,84,1,0,1,7.441179847272838,5.0
2,4,7,3,246,4,0,0,2.1653779523977663,4.0
2,4,7,4,79,2,0,0,4.778523894452759,3.0
3,4,1,1,79,4,0,1,2.729099777626809,4.0
3,4,1,2,297,4,0,1,5.629592737665316,8.0
3,4,1,3,121,2,0,0,7.675068994719675,4.0
3,4,1,4,85,2,0,0,3.379719381480622,2.0
3,4,2,1,242,1,0,1,3.4024809512512237,6.0
3,4,2,2,55,3,0,1,9.234223745536966,6.0
3,4,2,3,61,2,0,0,9.340654539117205,3.0
3,4,2,4,127,2,0,0,8.1562913011174,4.0
3,4,3,1,140,2,0,1,7.102035344573387,6.0
3,4,3,2,103,1,0,1,3.4804130663439126,5.0
3,4,3,3,101,2,0,0,5.274377726402703,2.0
3,4,3,4,117,2,0,0,1.7840797469708163,3.0
3,4,4,1,80,1,0,1,5.3083476969823185,4.0
3,4,4,2,92,1,0,1,6.386085571529381,5.0
3,4,4,3,211,3,0,0,4.868104025808542,6.0
3,4,4,4,256,4,0,0,9.84494979000243,4.0
3,4,5,1,56,2,0,1,7.075532746094253,3.0
3,4,5,2,173,3,0,1,3.409409397472811,6.0
3,4,5,3,278,3,0,0,8.922740044784433,5.0
3,4,5,4,263,4,0,0,8.361610007885306,7.0
3,4,6,1,111,2,0,1,5.072769440535574,3.0
3,4,6,2,182,3,0,1,2.5444177841637563,4.0
3,4,6,3,94,2,0,0,0.905015488226811,2.0
3,4,6,4,232,4,0,0,1.9177588905266731,6.0
3,4,7,1,148,2,0,1,4.070938708884809,4.0
3,4,7,2,241,1,0,1,7.975582169425303,7.0
3,4,7,3,146,1,0,0,8.488280004546265,5.0
3,4,7,4,296,3,0,0,6.7638622609549355,7.0
1,5,1,1,136,4,0,1,5.424876208479438,5.0
1,5,1,2,57,1,0,1,0.8958925557226505,3.0
1,5,1,3,276,4,0,0,0.6150305147314308,6.0
1,5,1,4,149,2,0,0,3.8221806825855706,4.0
1,5,2,1,54,1,0,1,6.7728758371627125,5.0
1,5,2,2,161,4,0,1,9.694670331027789,7.0
1,5,2,3,128,2,0,0,2.4540289908577737,2.0
1,5,2,4,111,2,0,0,9.010238675032879,2.0
1,5,3,1,230,1,0,1,9.242823221584374,7.0
1,5,3,2,64,2,0,1,1.5526756407081668,3.0
1,5,3,3,138,2,0,0,2.054996113920364,3.0
1,5,3,4,169,1,0,0,9.927946304649966,5.0
1,5,4,1,282,4,0,1,5.66815750223614,7.0
1,5,4,2,56,2,0,1,2.2156486826653583,2.0
1,5,4,3,78,4,0,0,7.41549817894206,3.0
1,5,4,4,144,2,0,0,5.139744235616926,3.0
1,5,5,1,233,1,0,1,6.313434800704645,5.0
1,5,5,2,160,4,0,1,8.832815194358338,5.0
1,5,5,3,178,4,0,0,7.546264584372835,4.0
1,5,5,4,155,4,0,0,6.746822971391219,5.0
1,5,6,1,204,3,0,1,7.034899043859194,6.0
1,5,6,2,139,2,0,1,8.479657812680735,5.0
1,5,6,3,124,4,0,0,7.6845142499687995,4.0
1,5,6,4,53,2,0,0,4.161070888949937,2.0
1,5,7,1,134,2,0,1,0.517858893486651,3.0
1,5,7,2,69,1,0,1,4.3221076845222814,5.0
1,5,7,3,129,1,0,0,2.6416681769050916,3.0
1,5,7,4,131,2,0,0,6.22038361849857,2.0
2,5,1,1,158,4,0,1,7.586289483729908,7.0
2,5,1,2,225,3,0,1,4.0478946633696475,6.0
2,5,1,3,165,3,0,0,1.094151155525,5.0
2,5,1,4,94,2,0,0,2.1480607055265937,3.0
2,5,2,1,127,3,0,1,7.598586083549358,7.0
2,5,2,2,110,4,0,1,9.806643792821893,6.0
2,5,2,3,119,2,0,0,5.421748279268747,4.0
2,5,2,4,118,3,0,0,8.498368884522183,4.0
2,5,3,1,149,1,0,1,1.768059737951466,5.0
2,5,3,2,73,1,0,1,7.430328172197769,5.0
2,5,3,3,106,4,0,0,7.638063317275934,5.0
2,5,3,4,155,4,0,0,3.1807772095854014,3.0
2,5,4,1,187,4,0,1,3.0835223982219944,6.0
2,5,4,2,122,4,0,1,5.131926339897151,4.0
2,5,4,3,70,1,0,0,5.557996481614563,3.0
2,5,4,4,81,2,0,0,6.806002018668097,3.0
2,5,5,1,169,4,0,1,2.971499014139486,7.0
2,5,5,2,136,3,0,1,2.381927511217531,5.0
2,5,5,3,189,4,0,0,3.8203105348247783,3.0
2,5,5,4,120,2,0,0,6.995664002981904,4.0
2,5,6,1,218,3,0,1,8.021149890306841,7.0
2,5,6,2,114,2,0,1,4.571990196219519,4.0
2,5,6,3,161,4,0,0,4.871541512640177,4.0
2,5,6,4,109,2,0,0,3.881747051051101,4.0
2,5,7,1,69,1,0,1,5.676053711302899,5.0
2,5,7,2,262,4,0,1,6.766478980750051,6.0
2,5,7,3,107,4,0,0,7.631930316493798,4.0
2,5,7,4,249,3,0,0,3.183093537521861,6.0
3,5,1,1,138,3,0,1,4.275123209610507,4.0
3,5,1,2,123,4,0,1,1.3933429921255303,5.0
3,5,1,3,104,4,0,0,6.605409247888025,4.0
3,5,1,4,261,4,0,0,5.7992918233274136,6.0
3,5,2,1,163,3,0,1,2.1041149634380183,6.0
3,5,2,2,150,4,0,1,7.460034729657911,6.0
3,5,2,3,68,2,0,0,8.882955499869718,3.0
3,5,2,4,294,3,0,0,6.845239988634457,5.0
3,5,3,1,108,3,0,1,2.041217354933554,4.0
3,5,3,2,197,1,0,1,8.95745150366912,6.0
3,5,3,4,243,3,0,0,8.30555052824948,5.0
3,5,4,1,125,3,0,1,3.6844764500232907,5.0
3,5,4,2,82,2,0,1,2.778804071181475,3.0
3,5,5,1,297,4,0,1,1.1615909075428545,8.0
3,5,5,2,296,4,0,1,3.153122840316899,8.0
3,5,5,3,64,2,0,0,2.520121575525413,2.0
3,5,5,4,194,4,0,0,7.777615377085374,6.0
3,5,6,1,183,1,0,1,6.871956963105424,5.0
3,5,6,3,162,4,0,0,0.8992344141283503,5.0
3,5,6,4,298,4,0,0,3.2760731893880286,7.0
3,5,7,1,222,4,0,1,9.646698392203247,7.0
3,5,7,2,68,4,0,1,8.791161475878216,5.0
3,5,7,4,102,3,0,0,3.3237591732318634,3.0
1,6,1,1,269,4,0,1,8.596506806716224,9.0
1,6,1,2,232,3,0,1,5.547506945396561,7.0
1,6,1,4,244,1,0,0,5.139558975337918,5.0
1,6,2,1,258,3,0,1,1.1145254883937499,5.0
1,6,2,2,125,4,0,1,9.151427504633826,5.0
1,6,3,1,135,3,0,1,2.9954186046871913,5.0
1,6,3,2,136,4,0,1,4.366233141525507,5.0
1,6,3,4,217,3,0,0,4.962565748411496,5.0
1,6,4,1,279,1,0,1,8.614291977679791,9.0
1,6,4,3,58,2,0,0,8.258480666781821,3.0
1,6,4,4,90,3,0,0,0.7818481191150283,2.0
1,6,5,2,294,1,0,1,2.9526459148161077,7.0
1,6,6,1,176,1,0,1,6.795312874063877,6.0
1,6,6,2,274,1,0,1,4.340277431619987,8.0
1,6,6,4,167,3,0,0,1.599507263447701,3.0
1,6,7,1,51,1,0,1,5.534919467800978,6.0
1,6,7,4,70,4,0,0,7.07868185335764,3.0
2,6,1,1,279,1,0,1,7.995359019247537,9.0
2,6,1,2,221,4,0,1,9.20803474049147,6.0
2,6,1,3,106,2,0,0,0.7604929447402478,2.0
2,6,1,4,245,3,0,0,0.9253952797943481,7.0
2,6,2,1,109,2,0,1,4.099647641558737,3.0
2,6,2,2,87,1,0,1,8.547825152090958,6.0
2,6,2,3,114,2,0,0,1.4999622593716175,3.0
2,6,2,4,124,3,0,0,1.7899959471074027,2.0
2,6,3,3,78,1,0,0,3.2398516592780844,3.0
2,6,3,4,71,4,0,0,5.643372269802059,3.0
2,6,4,2,134,1,0,1,3.753255798929777,6.0
2,6,4,4,277,3,0,0,4.31689860621608,8.0
2,6,5,2,150,1,0,1,5.6587335475978,6.0
2,6,6,1,164,1,0,1,4.8954182481212385,7.0
3,6,1,1,201,1,0,1,7.463986303669937,8.0
3,6,1,2,57,2,0,1,9.94916209481998,3.0
3,6,1,3,50,1,0,0,1.1557806384345715,2.0
3,6,2,3,89,2,0,0,1.5728506055171074,2.0
3,6,2,4,62,2,0,0,6.835116999635544,3.0
3,6,3,3,263,1,0,0,2.284507099108854,7.0
3,6,3,4,249,4,0,0,5.769244806333408,6.0
3,6,4,2,61,2,0,1,5.2186065167704925,3.0
3,6,4,3,98,4,0,0,3.517074554980608,3.0
3,6,4,4,263,4,0,0,7.216276630829304,6.0
3,6,5,2,186,3,0,1,8.505763070525271,7.0
3,6,5,4,136,2,0,0,5.191233384340823,3.0
3,6,6,1,262,3,0,1,7.273937481026028,10.0
3,6,6,3,86,4,0,0,0.9577671177363142,3.0
3,6,6,4,148,1,0,0,4.8481462490132925,3.0
3,6,7,1,248,4,0,1,7.7918924709202235,9.0
3,6,7,2,186,4,0,1,6.744858080616221,7.0
3,6,7,3,136,1,0,0,6.273645161400864,3.0
3,6,7,4,52,2,0,0,3.498459765751825,2.0
1,7,1,3,130,2,0,0,1.681499790504847,3.0
1,7,1,4,73,2,0,0,7.386136743492662,3.0
1,7,2,2,102,2,0,1,1.225656977418832,3.0
1,7,3,1,250,3,0,1,5.696150888028187,8.0
1,7,3,2,263,1,0,1,1.9471139637954487,8.0
1,7,3,3,77,2,0,0,4.997308374201669,2.0
1,7,4,1,66,2,0,1,2.6411220460642753,3.0
1,7,4,2,132,1,0,1,1.8961457410879918,6.0
1,7,4,3,252,4,0,0,2.969097302806912,6.0
1,7,5,2,275,3,0,1,2.797986294072447,7.0
1,7,5,4,55,2,0,0,4.732645568047964,2.0
1,7,6,2,97,3,0,1,4.3634036649865395,6.0
1,7,7,1,243,4,0,1,9.68700047354733,9.0
1,7,7,2,288,4,0,1,2.704378374560507,8.0
1,7,7,4,219,4,0,0,8.1451546589021,6.0
2,7,1,1,249,3,0,1,8.178616675781408,6.0
2,7,1,3,50,2,0,0,0.9266573404583507,2.0
2,7,2,1,142,4,0,1,5.858703273918419,6.0
2,7,2,3,114,2,0,0,2.16460683500536,2.0
2,7,3,1,248,4,0,1,8.993895874065881,10.0
2,7,4,1,240,4,0,1,3.655814814598244,8.0
2,7,4,4,119,2,0,0,1.0190269900092368,2.0
2,7,5,1,177,3,0,1,0.5140013098199585,7.0
2,7,5,2,213,3,0,1,7.548015106107793,7.0
