location,name,amount_of_cash_left,max_cash_capacity,avg_daily_withdrawal,transaction_count,last_week_withdrawal,emergency_refill_count,days_since_last_refill,balance_next_day
University Campus,ATM-108,40000.0,40000,3792.490449301165,240,26755.210468984893,0,0,36477.85721652251
University Campus,ATM-108,36477.85721652251,40000,3861.994919384273,229,26078.536018258736,0,1,31966.809751291064
University Campus,ATM-108,31966.809751291064,40000,3958.9628974348893,241,27100.39885429781,0,2,28137.10228706892
University Campus,ATM-108,28137.10228706892,40000,4101.102647521339,219,26896.715582329412,0,3,24582.000190775507
University Campus,ATM-108,24582.000190775507,40000,4170.507802149791,229,27429.9481640885,0,4,20038.75189445742
University Campus,ATM-108,20038.75189445742,40000,3871.0398337084016,251,28229.369877795543,0,5,15452.250363075134
University Campus,ATM-108,15452.250363075134,40000,4304.676075934026,256,28485.817002707397,0,6,11939.607676563992
University Campus,ATM-108,11939.607676563992,40000,4187.767429196788,241,28060.39232343601,0,7,8297.546647253323
University Campus,ATM-108,8297.546647253323,40000,4276.252135127561,260,28180.310569269193,0,8,3944.090386662221
University Campus,ATM-108,3944.090386662221,40000,4403.69317387785,245,28022.719364628847,0,9,482.02608376243006
University Campus,ATM-108,482.02608376243006,40000,3829.0195665028778,238,27655.07620330649,0,10,40000.0
University Campus,ATM-108,40000.0,40000,3754.6765935628187,231,27696.095771592376,0,0,36517.11906778611
University Campus,ATM-108,36517.11906778611,40000,4166.30858751969,241,26635.72840748818,0,1,33040.35241453224
University Campus,ATM-108,33040.35241453224,40000,3655.53232996413,251,25525.993529359766,0,2,29486.156082025376
University Campus,ATM-108,29486.156082025376,40000,3948.020499044247,259,25567.547175355485,0,3,26007.027295647127
University Campus,ATM-108,26007.027295647127,40000,3514.6999342368504,233,25404.61493242307,0,4,22811.546574078486
University Campus,ATM-108,22811.546574078486,40000,3580.449704529976,227,24246.639393400612,0,5,19474.972609887533
University Campus,ATM-108,19474.972609887533,40000,3581.4098545269917,252,24121.14905469177,0,6,16686.371405188464
University Campus,ATM-108,16686.371405188464,40000,3189.8041607186715,237,23313.628594811544,0,7,12787.674075526955
University Campus,ATM-108,12787.674075526955,40000,3455.662475337699,261,23729.44499225916,0,8,9026.329571025379
University Campus,ATM-108,9026.329571025379,40000,3517.3323720986145,251,24014.022843506864,0,9,5189.440074006271
University Campus,ATM-108,5189.440074006271,40000,3571.4680266256582,231,24296.716008019106,0,10,2616.794288067307
University Campus,ATM-108,2616.794288067307,40000,3191.885217100837,253,23390.233007579824,0,11,40000.0
University Campus,ATM-108,40000.0,40000,3461.5885890653713,236,23369.887188580862,0,0,36545.67414968559
University Campus,ATM-108,36545.67414968559,40000,3054.765261172752,227,23487.639074704322,0,1,33997.17638964388
University Campus,ATM-108,33997.17638964388,40000,3142.766185992471,243,23247.53563004696,0,2,30112.17719946758
University Campus,ATM-108,30112.17719946758,40000,3489.554736329334,231,23233.837490561753,0,3,26073.85784561624
University Campus,ATM-108,26073.85784561624,40000,3430.6396792042833,259,23510.812339911517,0,4,22706.695100047848
University Campus,ATM-108,22706.695100047848,40000,3436.4740463287408,231,23041.085588460803,0,5,19340.676029390066
University Campus,ATM-108,19340.676029390066,40000,3156.4902711044974,244,23834.458873179618,0,6,15990.517398754224
University Campus,ATM-108,15990.517398754224,40000,3464.7074162644917,226,24009.482601245778,0,7,12627.5307142514
University Campus,ATM-108,12627.5307142514,40000,3372.1565457930215,242,23918.143435434195,0,8,9103.487083941036
University Campus,ATM-108,9103.487083941036,40000,3186.4371948613834,228,24893.689305702843,0,9,5527.172176141241
University Campus,ATM-108,5527.172176141241,40000,3276.199268389781,260,24585.005023326336,0,10,1999.7886181175663
University Campus,ATM-108,1999.7886181175663,40000,3556.0515487288867,262,24074.06922749867,0,11,40000.0
University Campus,ATM-108,40000.0,40000,3401.670401660673,229,24396.395546834086,0,0,36424.729994978225
University Campus,ATM-108,36424.729994978225,40000,3630.3839370250457,229,24605.646481198084,0,1,32632.901656048798
University Campus,ATM-108,32632.901656048798,40000,3312.734427277939,223,25047.316189491667,0,2,29278.120640554527
University Campus,ATM-108,29278.120640554527,40000,3275.4132890148253,238,25039.11052048311,0,3,26051.777268939666
University Campus,ATM-108,26051.777268939666,40000,3347.852694594245,215,24741.410261787605,0,4,22672.093974791125
University Campus,ATM-108,22672.093974791125,40000,3850.4888432795847,255,24544.77864813635,0,5,19747.015960447476
University Campus,ATM-108,19747.015960447476,40000,3468.698943155072,237,23942.47310445633,0,6,16459.719895741895
University Campus,ATM-108,16459.719895741895,40000,3422.3820472496086,222,23540.280104258105,0,7,12621.037132386384
University Campus,ATM-108,12621.037132386384,40000,3594.8159232875605,247,23803.69286259184,0,8,9686.299132138374
University Campus,ATM-108,9686.299132138374,40000,3063.7083690555814,235,22946.602523910427,0,9,5972.051408278001
University Campus,ATM-108,5972.051408278001,40000,3160.334443127523,251,23306.069232276528,0,10,3306.8451046621776
University Campus,ATM-108,3306.8451046621776,40000,3044.422097745484,256,22744.932164277496,0,11,40000.0
University Campus,ATM-108,40000.0,40000,3456.9404298157992,224,23341.46158012279,0,0,36976.07702410017
University Campus,ATM-108,36976.07702410017,40000,3327.758701865377,259,23440.30654167896,0,1,33194.0062671679
University Campus,ATM-108,33194.0062671679,40000,3540.6431498533566,262,23935.081233905654,0,2,29508.264595491604
University Campus,ATM-108,29508.264595491604,40000,3233.711267332227,253,23782.140142226435,0,3,25926.671972919754
University Campus,ATM-108,25926.671972919754,40000,3728.0270515991224,247,24428.994764550276,0,4,23010.849066909544
University Campus,ATM-108,23010.849066909544,40000,3369.89778611908,235,23630.56994670011,0,5,19301.773587472668
University Campus,ATM-108,19301.773587472668,40000,3515.7645300865347,267,24674.439122521166,0,6,16118.328117529538
University Campus,ATM-108,16118.328117529538,40000,3376.893497592917,224,23881.671882470462,0,7,12000.34280634188
University Campus,ATM-108,12000.34280634188,40000,3615.7448265089906,251,24975.73421775829,0,8,8582.359055363155
University Campus,ATM-108,8582.359055363155,40000,3458.124629119126,266,24611.647211804742,0,9,5092.8606280795275
University Campus,ATM-108,5092.8606280795275,40000,3600.4694305711437,271,24415.403967412076,0,10,1187.885989471205
University Campus,ATM-108,1187.885989471205,40000,3255.360906920267,257,24738.78598344855,0,11,40000.0
University Campus,ATM-108,40000.0,40000,3682.0262488520148,229,25567.561426920904,0,0,36564.900316538886
University Campus,ATM-108,36564.900316538886,40000,3910.208629399937,268,25293.585630945137,0,1,32102.679943697563
University Campus,ATM-108,32102.679943697563,40000,3753.394573989831,269,26572.360533843326,0,2,28643.78407538743
University Campus,ATM-108,28643.78407538743,40000,4111.00159091044,284,25913.27109096581,0,3,25297.992080459742
University Campus,ATM-108,25297.992080459742,40000,3698.2796493924684,268,25841.079334914768,0,4,21996.391801607973
University Campus,ATM-108,21996.391801607973,40000,3688.3850293026194,240,25653.18118648291,0,5,18556.93568013485
University Campus,ATM-108,18556.93568013485,40000,3831.022783116551,278,25187.66266934771,0,6,15191.779217257583
University Campus,ATM-108,15191.779217257583,40000,3438.5935473979553,248,24808.220782742414,0,7,11530.88460614244
University Campus,ATM-108,11530.88460614244,40000,3886.4603740819084,261,25034.015710396445,0,8,7875.352445086322
University Campus,ATM-108,7875.352445086322,40000,3308.7260699960275,246,24227.327498611237,0,9,3426.995332317938
University Campus,ATM-108,3426.995332317938,40000,3710.849495970042,265,25216.78874306949,0,10,40000.0
University Campus,ATM-108,40000.0,40000,3300.515229313678,235,25526.693751505984,0,0,36273.472866144744
University Campus,ATM-108,36273.472866144744,40000,3529.874065165096,275,25951.620606509474,0,1,32172.55425767883
University Campus,ATM-108,32172.55425767883,40000,3874.5779398393533,258,26613.083093502264,0,2,28984.332457990884
University Campus,ATM-108,28984.332457990884,40000,3841.017384119449,260,26436.14843031294,0,3,25467.414396004715
University Campus,ATM-108,25467.414396004715,40000,3872.5506234118257,260,26292.171881183964,0,4,22024.92682899928
University Campus,ATM-108,22024.92682899928,40000,3730.106728625611,232,26079.127287133284,0,5,18523.01091568168
University Campus,ATM-108,18523.01091568168,40000,3354.5774756106416,276,25132.686087682498,0,6,14255.638734237833
University Campus,ATM-108,14255.638734237833,40000,3940.8728105467235,266,25744.36126576217,0,7,9673.428996595787
University Campus,ATM-108,9673.428996595787,40000,3958.5104869207594,282,26600.043869548957,0,8,5728.943260982176
University Campus,ATM-108,5728.943260982176,40000,3804.3215153706647,286,26443.610996696654,0,9,1060.056657020309
University Campus,ATM-108,1060.056657020309,40000,3952.874631889575,270,27924.275800970576,0,10,40000.0
