id,TransactionFrequency,IncomingTransactionAmount,OutgoingTransactionAmount,MaxIncomingAmount,MaxOutgoingAmount,UniqueRecipients,TransactionTime,JustBelowThreshold,IsSuspicious,TransactionDate
5,4,392.50802678947423,205.32631350128003,845.2299536699725,1477.031676545176,3,0,1,0,2024-01-16 11:00:00
9,1,463.80980437912734,118.44942573429353,914.2009255718303,1044.7722269827887,2,0,1,0,2024-01-28 00:00:00
7,3,442.94403683699943,326.86831196775427,1232.4138648126686,635.6883177922793,4,0,1,0,2024-02-04 08:00:00
2,23,4829.597177067877,4204.98128997959,3841.302221690021,7150.962815347857,10,1,1,1,2024-01-31 03:00:00
4,1,404.03763137523885,429.8139232348129,621.4953910877654,574.6384310794288,4,1,1,0,2024-01-04 03:00:00
9,2,276.9195049523641,129.69634919535457,1134.6392564873804,1407.7354331775127,3,0,1,0,2024-01-26 08:00:00
12,16,5711.932800952194,1455.5016952192202,7345.495343623643,5376.795338404343,10,1,1,1,2024-02-06 10:00:00
2,19,1781.2569537828522,4204.98128997959,5908.256663365033,7780.664281711845,13,1,1,1,2024-01-15 00:00:00
10,20,6909.76308486076,1022.5043274286865,4644.009022892268,3318.0449808825038,8,1,1,1,2024-01-10 05:00:00
9,1,398.3348048123857,125.79650849966701,811.0024947326802,837.3028364674864,4,0,1,0,2024-01-07 03:00:00
10,14,1522.5728202618095,5220.565025877032,6296.640639920008,4105.3943684672095,14,1,1,1,2024-02-09 21:00:00
5,2,447.2491253962124,450.9047051304718,743.7294825243418,1029.7139661083677,3,0,1,0,2024-01-19 17:00:00
2,15,4829.597177067877,4204.98128997959,7877.252620674756,6491.362967652733,5,1,1,1,2024-01-22 05:00:00
4,2,325.1001145373531,236.16233733982588,835.6738330390597,1424.1077159112795,2,0,1,0,2024-01-16 13:00:00
12,17,5711.932800952194,1455.5016952192202,5841.595755389628,4817.572286846334,14,1,1,1,2024-01-23 22:00:00
12,12,1933.678906132935,3154.123093496851,5197.5389022377585,6205.030286603506,11,1,1,1,2024-01-04 06:00:00
7,2,163.6982953117058,312.5266082272236,1486.2466719514014,803.01750698203,3,0,1,0,2024-01-01 17:00:00
12,12,5711.932800952194,3154.123093496851,3336.203170260183,7506.296038982817,5,1,1,1,2024-01-18 17:00:00
8,1,136.46579616247666,214.11613534292655,1253.8650738369251,1128.1195312435718,1,0,1,0,2024-01-28 18:00:00
3,3,161.46321526444507,271.67303735854273,1371.4684213765338,1430.6424763519599,1,0,1,0,2024-02-07 13:00:00
1,1,281.47745384211305,207.11067019533368,1178.978493038042,1176.1050258143518,2,0,1,0,2024-01-08 23:00:00
4,1,312.1417574913024,415.6643386354926,911.864740417496,807.2389618477205,3,0,1,0,2024-02-01 15:00:00
2,20,4829.597177067877,1149.2680126692474,6807.294167180793,4038.8531471986416,11,1,1,1,2024-01-11 02:00:00
8,1,418.719131145611,363.5300280560282,703.6671377726849,1050.4717771029405,2,0,1,0,2024-01-30 05:00:00
4,3,217.66718933739116,200.92289993576262,827.5521651801324,1290.014841559882,3,0,1,0,2024-01-09 05:00:00
2,19,1781.2569537828522,4204.98128997959,5116.93374533731,3101.401574472904,10,1,1,1,2024-01-14 00:00:00
6,4,487.0045054455111,295.34985159317546,1075.4093872861483,1079.731166134192,3,0,1,0,2024-02-10 20:00:00
6,2,174.18354987066175,395.0262996371307,522.1414754726295,845.6249935764015,2,0,1,0,2024-01-05 01:00:00
10,22,1522.5728202618095,1022.5043274286865,4469.806882051491,5562.198843719421,10,1,1,1,2024-01-17 19:00:00
4,3,100.49273406657035,113.05827101826745,1196.62727121739,966.7280937679504,2,0,1,0,2024-02-05 19:00:00
6,2,339.33090604897075,447.4206025281155,995.703750231891,576.7228268528852,4,0,1,0,2024-01-19 08:00:00
2,10,4829.597177067877,4204.98128997959,3022.522404901443,5397.07899313551,7,1,1,1,2024-01-30 12:00:00
10,10,6909.76308486076,1022.5043274286865,4079.0212552984667,5729.512796334038,9,1,1,1,2024-01-20 20:00:00
12,16,1933.678906132935,1455.5016952192202,5323.447342225825,3819.601310234724,5,1,1,1,2024-01-01 08:00:00
2,23,4829.597177067877,1149.2680126692474,4566.380055690894,5568.519328112778,5,1,1,1,2024-02-10 06:00:00
10,22,1522.5728202618095,1022.5043274286865,3793.1859332479935,3171.305613967522,5,1,1,1,2024-01-31 05:00:00
4,4,360.6077867209059,464.27063177405586,1264.800972459277,1441.048260038377,3,0,1,0,2024-02-01 11:00:00
8,2,230.37018558082997,285.7732944902171,1178.8977250778405,1372.6550721760555,4,0,1,0,2024-01-09 01:00:00
7,2,336.10557555424896,155.00950992680615,1272.9867213055868,952.086596811366,2,0,1,0,2024-02-10 10:00:00
12,13,1933.678906132935,1455.5016952192202,7103.679204078651,4907.044049515617,14,1,1,1,2024-02-06 02:00:00
9,4,493.7405629611616,165.9298701387048,1276.489302651018,500.1865281706631,4,1,1,0,2024-01-04 19:00:00
8,3,159.83225706702632,168.232764622836,1111.336602216647,1113.9794562733937,4,1,1,0,2024-01-18 20:00:00
5,1,285.83943865432406,479.2433280685769,1357.3089023608409,1116.42817737187,1,0,1,0,2024-01-08 06:00:00
2,15,4829.597177067877,4204.98128997959,5633.796438461077,4201.312922494657,8,1,1,1,2024-02-07 03:00:00
5,4,258.21803355198745,415.5209055621438,908.119056825923,896.9479729342929,2,0,1,0,2024-01-02 06:00:00
8,3,489.87994074827594,355.84222447107277,1385.6197642417733,955.3831354806076,1,1,1,0,2024-01-28 07:00:00
10,24,6909.76308486076,1022.5043274286865,4563.413325138961,3851.8362539076556,9,1,1,1,2024-01-14 22:00:00
9,1,362.79354302579725,152.6773753888154,1214.6412749087242,1230.4924774822994,4,0,1,0,2024-01-19 12:00:00
12,12,5711.932800952194,1455.5016952192202,6072.705091106577,3704.3430197543066,6,1,1,1,2024-01-22 02:00:00
12,24,1933.678906132935,1455.5016952192202,7160.812268645592,6124.71885203916,14,1,1,1,2024-01-23 12:00:00
12,17,1933.678906132935,1455.5016952192202,5470.058352996528,6644.352547442979,7,1,1,1,2024-01-07 19:00:00
9,4,389.71412325056474,205.07025703946067,1252.638294071836,762.4705851212645,3,0,1,0,2024-02-03 16:00:00
1,4,399.6646556405132,208.62750590041594,965.0552483006444,1025.2584187815833,3,0,1,0,2024-02-07 02:00:00
9,1,158.3688296140582,289.15885312436194,1374.170682157026,611.2087473382187,4,0,1,0,2024-01-23 01:00:00
7,4,141.11696179706627,493.53612514217514,703.4364751360912,1368.1692953265042,3,0,1,0,2024-01-09 15:00:00
9,3,328.3618007376657,207.5835783305884,627.3864160003393,797.3615313084723,2,0,1,0,2024-01-29 13:00:00
8,1,107.347054776216,262.7887638537055,785.5087801185116,662.5379874687078,2,1,1,0,2024-01-03 03:00:00
1,1,292.94255262063666,456.5920062494027,1031.5773967749933,1175.6213095982434,2,1,1,0,2024-01-18 22:00:00
12,12,5711.932800952194,1455.5016952192202,3592.308525472409,7659.56366298728,5,1,1,1,2024-02-11 04:00:00
8,4,238.40662705793582,115.90638599542783,1320.5987576765865,1119.9685648741643,2,1,1,0,2024-01-20 02:00:00
8,2,410.3218943171824,341.62867082848766,904.5686564040175,1198.1984306764998,1,0,1,0,2024-01-19 00:00:00
11,3,476.4950016929546,462.9520658851388,984.3444262915086,714.9165313867192,2,0,1,0,2024-01-15 11:00:00
3,1,128.9665088585366,195.54266416077107,513.3676832593957,541.9640734436343,2,0,1,0,2024-01-14 18:00:00
1,1,313.696882390578,287.8567098722836,909.739236442939,863.6453589194496,3,1,1,0,2024-01-17 08:00:00
8,1,453.01339432784,280.1861206631273,1147.7742329503421,598.5942302419364,2,0,1,0,2024-02-01 08:00:00
3,3,133.00341377616851,289.1885384382041,515.5083306265922,616.4778496733371,4,0,1,0,2024-01-27 14:00:00
3,3,429.80561875873354,349.00787829189807,780.8819651862437,754.2612314448645,1,1,1,0,2024-01-01 22:00:00
1,2,243.12054037130855,287.8975051962735,707.9563592893899,795.4679246267593,3,0,1,0,2024-01-06 01:00:00
11,2,228.83788088773414,278.98725652898315,541.9854289095882,1029.9703410214206,1,0,1,0,2024-02-06 09:00:00
5,2,490.9865545259143,289.7153681725042,979.2600899145375,1178.391885503013,4,0,1,0,2024-02-06 23:00:00
10,15,1522.5728202618095,1022.5043274286865,3529.5784481438677,5498.528366673277,9,1,1,1,2024-01-21 14:00:00
7,1,377.27757632907236,314.80299534054336,1243.08153963138,648.3603372895168,3,0,1,0,2024-01-01 05:00:00
10,20,6909.76308486076,1022.5043274286865,3093.2329320739145,5969.703104717026,13,1,1,1,2024-02-06 04:00:00
9,2,116.47339811170866,119.79874139746664,1045.5851826691478,1378.7692497929145,1,0,1,0,2024-01-06 09:00:00
12,22,5711.932800952194,1455.5016952192202,3068.1992291794054,4394.359631304825,9,1,1,1,2024-01-31 15:00:00
7,2,480.61998974213077,437.5698450446896,950.4785714705954,1369.937832897689,4,0,1,0,2024-01-28 09:00:00
9,4,149.68798669122373,213.96320861238434,1013.3682102249155,871.5465113198743,3,0,1,0,2024-01-12 21:00:00
8,4,458.4885210740153,285.14078200634026,1489.2177539577501,1114.400007431324,2,0,1,0,2024-01-16 17:00:00
12,23,5711.932800952194,3154.123093496851,4516.0977335929565,7751.056029327151,7,1,1,1,2024-01-07 08:00:00
2,13,1781.2569537828522,1149.2680126692474,4621.254369259853,3623.487235618016,13,1,1,1,2024-01-29 21:00:00
1,2,345.17766994624236,258.71873883452656,542.8375551191133,969.9153720335953,3,0,1,0,2024-01-17 02:00:00
7,4,219.53435453492554,117.75510886834178,946.3868902631948,1002.490876826932,3,0,1,0,2024-01-26 02:00:00
7,3,474.0807261197839,211.12882911269378,570.0035121330658,700.7709747566786,4,0,1,0,2024-02-02 12:00:00
8,1,478.9401850524155,426.67287018028725,1229.234742913643,815.0103723767315,4,0,1,0,2024-02-11 11:00:00
5,2,350.1218640855791,213.824920705159,1108.408935880018,1291.4097505069756,3,0,1,0,2024-02-06 01:00:00
3,1,413.3690903766459,427.282667499299,1206.6342634675964,1415.788239454127,3,0,1,0,2024-01-07 13:00:00
12,16,5711.932800952194,1455.5016952192202,6489.952357488963,3316.313359103374,5,1,1,1,2024-01-31 07:00:00
8,3,293.75937902961624,451.94507094446396,869.4819340313803,806.9722822090182,3,0,1,0,2024-01-03 10:00:00
6,3,364.32804731970026,329.9118217057661,545.3192789608946,695.1971645718825,4,1,1,0,2024-02-02 19:00:00
11,1,321.2005810367834,111.86728922589593,849.9449395296398,1178.4911686505811,1,0,1,0,2024-02-07 04:00:00
3,1,338.990345052772,370.16808301883566,1429.2884022620594,823.0997016663373,4,0,1,0,2024-01-14 14:00:00
1,1,413.5330213675448,117.94142720942746,879.226537180449,1487.7495390991885,2,0,1,0,2024-02-03 06:00:00
3,1,292.3615325795939,280.23880759325357,1331.36770622197,825.6848020639532,4,0,1,0,2024-02-10 17:00:00
5,3,116.30164243698911,471.7706777892456,1342.3255047499342,894.1360467826282,1,0,1,0,2024-01-11 08:00:00
3,3,165.5997923957989,166.08157573514006,873.2411563792339,1103.3341962120348,3,0,1,0,2024-01-30 00:00:00
1,2,275.44288659581537,255.94894117661764,1131.988680396189,1301.684293191305,1,0,1,0,2024-01-26 22:00:00
5,2,389.93062394962334,391.94412353939134,595.3716022730587,969.5186653456337,3,0,1,0,2024-01-21 22:00:00
10,14,1522.5728202618095,1022.5043274286865,7023.208486673386,3742.008482431077,5,1,1,1,2024-01-02 20:00:00
7,4,360.11767434938156,368.37720189700315,548.6576636617133,1495.6378335948084,4,0,1,0,2024-01-17 21:00:00
7,4,291.71157143051494,203.26930167646768,1081.0150933751095,510.49364113994443,4,0,1,0,2024-01-23 20:00:00
11,3,346.29680877689714,369.8431411664865,926.070977626097,1395.065288851246,4,0,1,0,2024-01-17 23:00:00
9,3,231.6069751258649,218.691056441636,1048.03235666424,649.1408259397374,2,1,1,0,2024-02-09 10:00:00
10,17,1522.5728202618095,1022.5043274286865,3689.4747120728825,4994.207059734853,9,1,1,1,2024-01-01 01:00:00
10,18,6909.76308486076,1022.5043274286865,6879.884249076211,7522.007182584762,11,1,1,1,2024-01-28 17:00:00
12,11,5711.932800952194,3154.123093496851,6951.299519708469,6015.069316822941,12,1,1,1,2024-01-18 10:00:00
3,3,273.46213358255557,445.15220116496494,1258.5018809163907,1373.8749555210184,3,0,1,0,2024-01-15 04:00:00
7,3,117.46466308294447,100.84153727035337,514.6282588776758,512.9072279809919,2,0,1,0,2024-01-02 04:00:00
1,3,164.66901765872106,387.02884989263777,707.2422997688783,726.6906520749237,1,0,1,0,2024-01-06 14:00:00
4,4,108.34445571661524,431.83502274610015,1213.2358680833368,1066.8927962495359,2,0,1,0,2024-01-09 06:00:00
4,2,361.30520769493205,116.22349501787257,886.6201726338343,851.542260049698,2,0,1,0,2024-01-07 20:00:00
5,4,232.92585014204357,448.63909091529223,1162.4839469416083,1110.3774953183276,1,1,1,0,2024-02-02 14:00:00
7,4,316.991454287747,202.67769132401833,846.9626597345584,524.1101934086669,2,0,1,0,2024-01-03 05:00:00
7,3,297.31073871351987,366.1168407912221,890.7551523296371,616.4589304817125,3,0,1,0,2024-01-16 03:00:00
11,3,132.61059582097067,420.14195160936265,658.6788736896849,627.0962402184392,4,1,1,0,2024-01-19 18:00:00
4,1,261.3045444495327,365.0658052237422,758.23101966616,689.2836459160094,1,1,1,0,2024-01-10 03:00:00
7,1,188.22444996892932,136.91391682930288,1105.4117575075873,959.3314408005429,4,0,1,0,2024-01-23 07:00:00
11,4,267.3599154670611,338.52860754414735,933.1631113151664,1252.1286995435712,3,0,1,0,2024-01-30 16:00:00
3,2,181.43131213689708,319.8334626888575,1274.3026829445953,1405.538837928901,1,1,1,0,2024-01-23 19:00:00
6,3,436.1809625107734,460.1285072297086,1352.584954938343,1335.372530284246,4,0,1,0,2024-01-21 07:00:00
12,20,5711.932800952194,3154.123093496851,4478.764173101647,3285.66359671665,10,1,1,1,2024-01-04 21:00:00
2,12,4829.597177067877,4204.98128997959,3555.1746151192974,5931.040830952545,6,1,1,1,2024-01-08 20:00:00
10,17,1522.5728202618095,1022.5043274286865,6987.712394933298,7994.49643523086,10,1,1,1,2024-01-19 20:00:00
9,2,438.49811680761974,265.07013043335866,914.9712154000782,764.4718166671908,3,0,1,0,2024-02-09 11:00:00
5,1,351.505927282378,358.4384700020252,1212.777676216831,1003.5469815118861,2,0,1,0,2024-02-11 13:00:00
6,1,394.14011946630103,358.58003604984276,886.2119928170307,568.1090247235226,3,0,1,0,2024-01-14 11:00:00
12,20,1933.678906132935,1455.5016952192202,5478.269604416236,7468.870938809724,13,1,1,1,2024-01-08 15:00:00
12,10,5711.932800952194,1455.5016952192202,5105.594522170408,5649.04528535027,7,1,1,1,2024-01-27 08:00:00
12,21,5711.932800952194,3154.123093496851,5052.61392175714,6346.74175381398,13,1,1,1,2024-02-02 18:00:00
12,15,1933.678906132935,1455.5016952192202,4156.743566000752,7157.869629552262,13,1,1,1,2024-01-09 23:00:00
4,1,335.2233512360317,146.29504267148215,1368.6396398234256,514.5671547512788,3,0,1,0,2024-01-29 07:00:00
11,2,111.75777830260292,161.72862611323177,1224.3444063295397,747.3997470583458,4,0,1,0,2024-02-10 07:00:00
10,17,1522.5728202618095,5220.565025877032,5689.597631646216,7936.0722741557065,10,1,1,1,2024-01-14 19:00:00
7,2,342.4754854244686,355.1508370654536,1057.9274451507008,664.6284282586687,1,0,1,0,2024-02-02 02:00:00
12,17,5711.932800952194,1455.5016952192202,3681.8555251472917,3751.5531124198437,5,1,1,1,2024-01-09 04:00:00
9,2,417.1824378422526,311.99660917056747,633.650581410518,514.3309058670012,3,0,1,0,2024-02-02 16:00:00
7,1,362.0037355328434,431.6070930181964,943.859188421301,978.3354816705559,1,1,1,0,2024-02-04 12:00:00
1,3,496.8533265362689,496.5052906934533,950.7762838863639,521.0211067262171,2,0,1,0,2024-01-19 16:00:00
1,2,213.54181144345802,428.0050516477424,1458.4978356677402,1319.6095530658,1,0,1,0,2024-01-29 19:00:00
9,1,243.66041186649258,377.95294947038366,931.0868626232894,1324.8537674871036,1,0,1,0,2024-02-05 04:00:00
11,2,253.53886074711852,312.99707977485866,1049.3426449027577,1287.7421883023699,3,0,1,0,2024-02-06 18:00:00
9,2,286.3251228080994,279.54122866988325,1033.2513992791023,783.3640688911182,2,0,1,0,2024-01-21 05:00:00
4,1,434.3992255124838,133.75695221781694,1136.7617170443273,1337.2372182218182,1,0,1,0,2024-02-05 12:00:00
9,3,194.31683758368393,259.74749935787634,1248.2328313318958,1042.9981326052693,2,0,1,0,2024-02-06 14:00:00
3,3,410.4000828141718,464.0538547128537,725.0418761708721,873.8081088670024,2,1,1,0,2024-01-04 07:00:00
7,4,262.1240732342974,423.2090519626212,1028.7244190984356,1125.329959704233,2,0,1,0,2024-01-01 06:00:00
6,1,340.74215346480344,186.42054600467486,1325.9177073160304,512.341046060374,4,1,1,0,2024-01-03 22:00:00
8,4,353.01621329052244,286.6431138788863,963.1147138375115,642.9608776007522,4,0,1,0,2024-01-28 21:00:00
11,4,249.1394548755738,426.68928102341783,778.457546373573,1242.2935381702628,4,0,1,0,2024-02-04 03:00:00
9,4,305.0460820823221,126.95382191420902,1154.709075356299,744.1616087161531,4,0,1,0,2024-01-28 16:00:00
5,3,265.2124698590788,254.9570342674637,1323.7673957991228,1098.0091173287497,3,0,1,0,2024-02-08 10:00:00
1,1,127.65311447464778,440.73649474957904,563.1402929273913,885.1026028230297,1,0,1,0,2024-01-12 18:00:00
3,4,274.8661555267306,261.5591456680495,1276.7904834072272,1354.8057787992616,4,0,1,0,2024-01-03 00:00:00
10,21,6909.76308486076,1022.5043274286865,4548.409791564757,7408.372551434362,11,1,1,1,2024-01-03 14:00:00
12,10,1933.678906132935,3154.123093496851,3983.4427911560656,3192.9578096906694,7,1,1,1,2024-02-07 01:00:00
8,3,337.16735993271277,444.69699796731817,1483.3056568184675,770.6199946935967,4,0,1,0,2024-01-30 08:00:00
11,4,331.7659597374003,336.1142171812639,1286.7083407073092,694.1628690460823,1,0,1,0,2024-02-03 11:00:00
6,4,365.04851160332817,190.51164328569274,1273.6625648956658,974.434893620735,4,0,1,0,2024-01-14 09:00:00
8,1,138.1046031818505,253.69584805495253,1247.838574412072,507.3341508361803,3,0,1,0,2024-01-20 15:00:00
9,2,360.84929821217514,280.0493444727729,650.608103218274,525.8093928631818,2,0,1,0,2024-01-28 11:00:00
4,3,224.85922267857882,331.7065415282107,717.2308864530108,1053.290639623,2,1,1,0,2024-02-09 16:00:00
1,3,259.61837845484445,403.74041030104524,963.9901314644251,1020.449404165286,1,0,1,0,2024-01-15 20:00:00
1,3,443.1945015690823,139.54944705625417,764.0043499594658,1494.58198903526,3,0,1,0,2024-01-09 11:00:00
10,23,1522.5728202618095,5220.565025877032,3725.1636687494424,4973.300439749729,10,1,1,1,2024-02-01 10:00:00
4,4,335.36505333624217,104.92388120643024,1388.4641099229207,758.1039291604684,4,0,1,0,2024-02-02 06:00:00
12,22,5711.932800952194,3154.123093496851,3276.6619358167304,7394.405729564261,10,1,1,1,2024-01-10 06:00:00
7,2,258.6639105374248,110.96812398906306,1130.0398784799822,1417.5430096537448,1,1,1,0,2024-01-13 06:00:00
2,11,1781.2569537828522,4204.98128997959,5213.824784309472,6821.278370120706,7,1,1,1,2024-01-19 09:00:00
3,3,193.86961530462042,310.3250395493295,1283.7723890172492,1322.3391114568476,3,0,1,0,2024-01-02 14:00:00
1,1,453.48386786430103,304.6725546326047,928.9849318408905,1402.7637879645088,1,0,1,0,2024-01-11 21:00:00
5,4,276.809749513143,166.25133881130614,701.0651520499451,1024.8999867258383,2,0,1,0,2024-01-13 10:00:00
1,3,232.35574519566876,358.2962040382449,1014.2010400093392,951.1931914507237,2,0,1,0,2024-01-29 03:00:00
8,2,279.5110295325612,117.91138020186729,1236.22888252855,830.3914736656166,2,0,1,0,2024-01-25 16:00:00
1,2,367.75616058374453,404.76272805296617,936.419598729593,1089.2146143478553,2,0,1,0,2024-01-11 03:00:00
11,4,158.30262729790067,478.6577735974185,1166.7719097838972,954.2783967898225,3,0,1,0,2024-01-12 16:00:00
1,2,279.77353408549504,235.90753086044717,594.3274262910436,951.5655866055752,4,1,1,0,2024-01-03 17:00:00
2,16,4829.597177067877,4204.98128997959,4266.264084828581,7965.770517950803,6,1,1,1,2024-01-23 05:00:00
2,18,4829.597177067877,1149.2680126692474,7546.161882307507,6791.513086052592,6,1,1,1,2024-02-10 21:00:00
12,19,5711.932800952194,3154.123093496851,3990.6537091178852,4574.666137294662,12,1,1,1,2024-01-16 22:00:00
6,3,243.7002991664982,254.34980115804638,1467.2635875263654,1256.7580902469283,4,0,1,0,2024-01-24 01:00:00
7,2,251.74343596896952,416.6881037045386,1326.6520574606404,1180.5581617791013,1,1,1,0,2024-02-03 12:00:00
5,2,342.21526305795317,338.39553687339276,1403.0937278765382,666.0748523335137,4,0,1,0,2024-01-23 21:00:00
1,3,242.69282121600065,140.50396584606358,1433.571083457648,559.1058208756546,1,0,1,0,2024-01-04 12:00:00
1,4,313.4047701198782,438.855795877514,1301.3479918738085,1190.7263151132631,3,1,1,0,2024-01-15 03:00:00
3,2,412.71613193801176,312.43413795409714,1174.258842006499,1228.786222256576,2,0,1,0,2024-02-05 01:00:00
2,21,4829.597177067877,4204.98128997959,3508.7726425050787,6968.162071277905,14,1,1,1,2024-01-21 19:00:00
5,4,278.5474586050342,332.08860751401176,965.8257532231247,1428.051750228848,2,0,1,0,2024-02-09 09:00:00
12,21,1933.678906132935,1455.5016952192202,3046.0044881268973,3644.8945396358263,8,1,1,1,2024-01-30 10:00:00
10,22,1522.5728202618095,1022.5043274286865,6684.025533604996,6432.871460373921,9,1,1,1,2024-01-14 16:00:00
6,1,315.962335800885,166.9438932554512,818.1044469034721,1172.3898127987045,1,1,1,0,2024-01-08 08:00:00
7,1,113.67510637566328,488.81010259863643,1461.1594157101651,669.8725944044763,1,1,1,0,2024-01-25 07:00:00
4,3,494.6771921428646,191.3946987019083,1391.710865202746,555.4158884422444,1,1,1,0,2024-01-26 03:00:00
7,4,149.1883234118507,490.9808471961472,1349.179005501704,831.1464891641498,2,0,1,0,2024-01-05 11:00:00
